pre_skeleton_id,post_skeleton_id,weight
8068173,4230061,6
8068173,4230739,8
8068173,4230749,28
8068173,4234009,6
8068173,4241192,16
8068173,4241237,4
8068173,4319395,1
8068173,4381129,2
8068173,4381377,6
8068173,4408369,3
8068173,4414163,12
8068173,4414184,6
8068173,4415241,8
8068173,4444354,4
8068173,4598109,2
8068173,4598363,12
8068173,4884579,6
8068173,5051342,2
8068173,5738449,2
8068173,5835799,14
8068173,5835815,4
8068173,5836035,2
8068173,5836163,4
8068173,5836197,8
8068173,5836206,10
8068173,5966099,2
8068173,6611100,1
8068173,6611894,8
8068173,6699205,10
8068173,6703240,2
8068173,7057894,6
8068173,7616956,4
8068173,7690945,2
8068173,7786053,10
8068173,7802210,16
8068173,7829784,4
8068173,7838405,4
8068173,7840203,4
8068173,7840791,18
8068173,7891312,2
8068173,8066542,12
8068173,8068173,2
8068173,8094859,10
8068173,8274902,2
8068173,8297018,2
8068173,8338584,12
8068173,8419602,2
8068173,8427677,4
8068173,8504660,2
8068173,8559607,4
8068173,8591045,1
8068173,8689674,2
8068173,8798010,10
8068173,8814922,1
8068173,8850802,14
8068173,8877158,4
8068173,8891315,2
8068173,8980589,94
8068173,9074101,8
8068173,9469519,4
8068173,9556700,12
8068173,9609048,6
8068173,9641919,1
8068173,9766793,6
8068173,9796812,4
8068173,9809626,2
8068173,9813188,4
8068173,9897223,10
8068173,10056280,8
8068173,10259967,4
8068173,10809383,1
8068173,11215773,1
8068173,11524047,28
8068173,11528017,1
8068173,11683897,3
8068173,11813287,8
8068173,11862209,1
8068173,12475432,14
8068173,12871993,6
8068173,14077615,1
8068173,14993327,1
8068173,15421363,4
8068173,15566333,1
8068173,16039411,1
8068173,16079434,1
8068173,16178283,14
8068173,16198697,1
8068173,16320460,1
8068173,16720240,2
8068173,16797672,2
8068173,16846805,28
8068173,16850888,8
8068173,16986207,1
8068173,17013073,22
8068173,17045652,1
8068173,17054232,1
8068173,17166682,1
8068173,17295912,8
8068173,17440649,1
8068173,17780041,1
8068173,17795560,2
8068173,18292832,2
8068173,19113451,1
8068173,19143114,2
8069365,16223537,1
8069402,7934904,1
8069402,7935088,1
8069432,4119387,4
8069432,7935088,2
8069432,7971031,1
8069432,8243455,1
8069432,8244723,16
8069432,8245692,5
8069432,8245869,1
8069432,8980589,3
8069432,9469519,1
8069432,10160250,4
8069432,11279244,1
8069432,13589251,1
8069432,14604028,1
8069478,3712893,1
8069478,8244723,1
8069478,8980589,3
8069478,11543212,1
8075484,3890028,4
8075484,7057894,1
8075484,7616956,1
8075484,7901791,3
8075484,7983899,2
8075484,12475432,15
8075484,14082322,1
8078096,7057894,2
8078096,7983899,5
8078096,11017761,7
8078096,15592096,5
8078096,17016974,11
8094859,2963280,6
8094859,3163105,1
8094859,3768124,1
8094859,3913613,1
8094859,4067286,6
8094859,4422289,1
8094859,4984341,1
8094859,7503199,1
8094859,8065380,1
8094859,8065771,5
8094859,8069478,1
8094859,8070971,3
8094859,8158289,2
8094859,8307514,3
8094859,8469124,1
8094859,8555947,3
8094859,8555954,2
8094859,8565131,2
8094859,8711574,2
8094859,8712361,1
8094859,8847957,1
8094859,8932110,1
8094859,8980589,2
8094859,9015568,2
8094859,9093135,2
8094859,9169664,4
8094859,9169687,1
8094859,9189729,1
8094859,9189900,1
8094859,9189910,1
8094859,9191091,3
8094859,9291938,2
8094859,9469519,8
8094859,9471548,3
8094859,9471637,1
8094859,9471879,1
8094859,9472416,1
8094859,9539868,3
8094859,9629127,1
8094859,9629148,1
8094859,9629376,1
8094859,9629383,1
8094859,9629390,1
8094859,9629522,1
8094859,9629566,1
8094859,9633123,2
8094859,9633212,1
8094859,9638371,1
8094859,9638501,1
8094859,9638702,3
8094859,9638938,1
8094859,9640147,1
8094859,10293348,2
8094859,10495502,1
8094859,11178891,10
8094859,11210000,4
8094859,11248536,3
8094859,11605861,1
8094859,12813847,16
8094859,13803032,1
8094859,13806524,3
8094859,13858797,2
8094859,13858824,1
8094859,15606239,2
8094859,15632120,1
8094859,15676571,6
8094859,16070049,7
8094859,16100103,4
8094859,16224101,2
8094859,16295025,3
8094859,16376450,2
8094859,16486385,12
8094859,16495523,1
8094859,16735586,1
8094859,16864415,2
8094859,16973507,1
8094859,16973512,1
8094859,16975288,1
8094859,16975314,1
8094859,16975571,3
8094859,16975644,2
8094859,17008369,1
8094859,17125520,15
8094859,17379372,3
8094859,17437719,5
8094859,17438424,10
8094859,17438858,1
8094859,17591442,2
8094859,17591687,1
8094859,17726093,1
8094859,17726339,1
8094859,17736787,1
8094859,17822238,36
8094859,17844228,1
8094859,17896997,1
8094859,17937637,1
8094859,17952967,2
8094859,17980792,1
8094859,17990556,1
8094859,18573564,4
8094859,18861011,1
8094859,18887592,2
8094859,19046339,3
8094859,19056382,1
8094859,19085706,1
8094859,19085724,1
8094859,19088010,1
8094859,19089664,2
8094859,19143114,1
8094859,19145575,1
8094859,19263813,1
8102935,3712893,23
8102935,4493199,2
8102935,7020344,2
8102935,7198338,3
8102935,7843730,1
8102935,7851153,1
8102935,7852250,2
8102935,7865652,4
8102935,7916593,1
8102935,8012953,1
8102935,8021456,4
8102935,8399890,4
8102935,11543212,22
8102935,16795524,7
8102935,16795838,8
8111135,2204467,5
8111135,2988438,2
8111135,2993940,1
8111135,2994045,1
8111135,4422289,4
8111135,4607160,1
8111135,6494274,1
8111135,7092086,2
8111135,7582412,1
8111135,7694589,1
8111135,7696823,1
8111135,7952981,8
8111135,7982896,1
8111135,8039730,1
8111135,8098681,2
8111135,8118929,3
8111135,8203947,1
8111135,8262372,18
8111135,8340950,2
8111135,8398900,8
8111135,8491998,1
8111135,8492024,1
8111135,8551479,2
8111135,8551543,1
8111135,8632947,1
8111135,8632954,1
8111135,8632961,1
8111135,8633450,1
8111135,8700125,4
8111135,9217290,1
8111135,9447255,1
8111135,9567051,17
8111135,9747418,2
8111135,9927082,5
8111135,9940382,3
8111135,10955244,3
8111135,10958210,1
8111135,11446426,1
8111135,11446432,2
8111135,11446446,1
8111135,11521126,1
8111135,11521156,1
8111135,11521162,1
8111135,11521168,1
8111135,11521174,1
8111135,11521180,1
8111135,11521194,1
8111135,11521212,1
8111135,11521218,1
8111135,11521226,1
8111135,11543212,2
8111135,12138418,7
8111135,12476851,1
8111135,12745771,1
8111135,14818307,5
8111135,15513379,1
8111135,15513384,1
8111135,15513390,1
8111135,16087799,10
8111135,16098538,1
8111135,16785890,1
8111135,16848475,1
8111135,16965889,1
8111135,17147698,2
8111135,17414715,1
8111135,17420035,2
8111135,17424736,2
8111135,17729449,1
8111135,17971171,1
8111135,18934034,1
8111135,19109933,1
8118474,3299214,2
8118474,3886356,2
8118474,3890028,16
8118474,3991518,2
8118474,4117305,8
8118474,4134539,6
8118474,4195012,10
8118474,4230749,12
8118474,4401350,52
8118474,4408369,3
8118474,4411505,2
8118474,4412036,2
8118474,4412315,8
8118474,4518546,2
8118474,4884579,8
8118474,5395823,34
8118474,5937084,34
8118474,6704232,2
8118474,7057894,2
8118474,7187384,78
8118474,7802210,6
8118474,7901791,4
8118474,7910624,4
8118474,7980369,1
8118474,8078096,3
8118474,8118474,2
8118474,8177991,2
8118474,8248706,2
8118474,8262302,12
8118474,8262372,24
8118474,8263140,2
8118474,8318678,4
8118474,8319311,20
8118474,8338584,24
8118474,8513389,2
8118474,8798010,44
8118474,8864096,2
8118474,8865199,2
8118474,8877158,12
8118474,8922644,2
8118474,9109799,16
8118474,10163418,2
8118474,10673895,14
8118474,11017761,22
8118474,11691603,6
8118474,11725127,12
8118474,11725803,8
8118474,12336493,1
8118474,12398622,2
8118474,12424940,2
8118474,12475432,30
8118474,12587013,1
8118474,12726582,12
8118474,12789813,1
8118474,12866697,1
8118474,12869029,1
8118474,12871993,6
8118474,14082322,42
8118474,14539753,1
8118474,14540633,1
8118474,14541927,8
8118474,14898295,2
8118474,14898816,10
8118474,15404207,6
8118474,15421363,4
8118474,15568333,1
8118474,15571194,18
8118474,15592096,10
8118474,15668309,1
8118474,15721919,4
8118474,15810983,2
8118474,16017113,2
8118474,16036829,1
8118474,16039470,6
8118474,16210988,4
8118474,16223537,74
8118474,16240569,6
8118474,16353832,4
8118474,16409132,1
8118474,16435406,2
8118474,16435965,4
8118474,16440649,2
8118474,16444327,4
8118474,16627773,2
8118474,16627838,2
8118474,16627861,6
8118474,16629788,6
8118474,16629931,2
8118474,16630264,2
8118474,16630385,12
8118474,16630941,2
8118474,16782830,12
8118474,16797672,6
8118474,16868923,42
8118474,16883909,26
8118474,16936105,1
8118474,16939375,2
8118474,16977881,2
8118474,16987437,2
8118474,17016974,30
8118474,17053040,1
8118474,17056148,2
8118474,17121693,1
8118474,17147410,2
8118474,17147698,18
8118474,17150791,1
8118474,17176911,1
8118474,17267159,2
8118474,17276383,1
8118474,17276427,1
8118474,17276867,4
8118474,17355757,14
8118474,17373283,1
8118474,17529833,1
8118474,18028397,28
8118474,18500988,1
8118929,7187384,1
8118947,2506050,1
8118947,4117305,3
8118947,4381377,18
8118947,7057894,4
8118947,7901791,4
8118947,7910624,1
8118947,7983899,19
8118947,8297018,1
8118947,8922644,1
8118947,9109799,4
8118947,12475432,11
8118947,12805363,2
8118947,15253921,2
8118947,15398730,1
8118947,15592096,5
8127390,16178283,8
8127911,8980589,1
8128826,3712893,1
8128826,7934904,1
8128826,7935088,1
8128826,17068730,1
8132513,4235139,1
8132513,7897469,3
8132513,7910624,3
8132513,14541927,4
8132513,17016974,11
8135412,3813487,2
8135412,8689674,7
8135412,11525714,1
8135412,17068730,1
8135412,17295912,5
8135422,3813487,1
8135422,17068730,2
8138616,2921933,11
8138616,3664102,1
8138616,4620453,1
8138616,7971031,1
8138616,8598886,5
8138616,9747710,1
8140109,2932028,1
8140109,2963280,3
8140109,3844799,3
8140109,3869488,1
8140109,3913629,5
8140109,4101295,1
8140109,4119387,20
8140109,4230061,92
8140109,4391978,2
8140109,4393049,2
8140109,4679139,1
8140109,5030808,3
8140109,5247102,3
8140109,5835815,8
8140109,5836181,10
8140109,5836387,12
8140109,6219781,3
8140109,6451332,1
8140109,6557581,26
8140109,7503199,3
8140109,7567012,3
8140109,7829784,4
8140109,7838405,16
8140109,7840203,18
8140109,7935088,4
8140109,7977834,1
8140109,8065380,1
8140109,8198238,22
8140109,8198317,12
8140109,8198416,9
8140109,8198513,3
8140109,8307514,1
8140109,8559607,12
8140109,8565131,4
8140109,8711574,2
8140109,8723267,1
8140109,8847957,13
8140109,8891315,6
8140109,9531722,8
8140109,9585013,1
8140109,9585036,5
8140109,9585145,3
8140109,9585605,3
8140109,9585691,1
8140109,9585718,1
8140109,9741463,2
8140109,9809626,12
8140109,9813188,12
8140109,9847388,18
8140109,9854101,2
8140109,9889095,16
8140109,9947064,1
8140109,10158972,1
8140109,10167078,2
8140109,10169396,2
8140109,10340880,1
8140109,10831005,7
8140109,11051276,1
8140109,11178891,5
8140109,11210000,1
8140109,11605861,1
8140109,11645541,5
8140109,13045287,1
8140109,13803032,7
8140109,13849557,1
8140109,13858797,9
8140109,13863331,4
8140109,13979065,1
8140109,13982893,2
8140109,13986477,12
8140109,13986583,1
8140109,13988443,1
8140109,14962387,2
8140109,15636958,1
8140109,15683275,1
8140109,16079664,2
8140109,16295025,2
8140109,16314018,2
8140109,16314224,1
8140109,16318521,2
8140109,16485079,4
8140109,16625432,2
8140109,16720240,2
8140109,17058350,1
8140109,17434825,4
8140109,17525174,1
8140109,17591442,1
8140109,17671219,1
8140109,17806341,16
8140109,17822238,4
8140109,17942676,2
8140109,18131022,1
8140109,18142558,2
8140109,18297720,1
8140109,18322284,1
8140109,18360412,2
8140109,18614573,1
8140109,19041261,1
8140109,19052901,1
8140109,19053030,1
8140109,19166004,2
8159396,7934904,1
8167696,8689674,1
8177199,3486381,1
8177199,3712893,1
8177199,4635057,1
8177199,8111135,3
8177199,8262372,3
8177199,8399890,1
8177199,9747418,1
8177199,11543212,2
8177199,12948470,1
8177199,16223537,1
8177199,17434825,1
8177991,2506050,4
8177991,3299214,4
8177991,3819171,2
8177991,3886356,8
8177991,4117305,2
8177991,4230749,2
8177991,4401350,12
8177991,4412315,4
8177991,4414163,14
8177991,4518546,2
8177991,5395823,6
8177991,5966099,2
8177991,6611894,4
8177991,6702830,4
8177991,7055857,10
8177991,7057894,2
8177991,7187384,2
8177991,7802210,2
8177991,7901791,4
8177991,7910624,6
8177991,7983899,12
8177991,8118474,2
8177991,8262302,2
8177991,8262372,2
8177991,8263140,2
8177991,8338584,8
8177991,8513389,4
8177991,8798010,14
8177991,8864096,4
8177991,8877158,12
8177991,8886879,1
8177991,9109799,4
8177991,9983191,6
8177991,10673895,10
8177991,11691603,2
8177991,11725127,2
8177991,11725646,1
8177991,11785627,2
8177991,12092994,1
8177991,12217572,2
8177991,12475432,4
8177991,12726582,2
8177991,12871993,4
8177991,12947254,1
8177991,14082322,6
8177991,14319960,4
8177991,14460113,6
8177991,14519048,2
8177991,14522124,8
8177991,14898295,2
8177991,15398730,4
8177991,15404207,2
8177991,15421363,4
8177991,15571194,10
8177991,15691114,2
8177991,15691118,4
8177991,15721919,2
8177991,15722867,4
8177991,15734988,8
8177991,15764960,2
8177991,15810983,4
8177991,15836758,1
8177991,15861524,4
8177991,16017113,2
8177991,16039470,2
8177991,16223537,10
8177991,16240569,2
8177991,16435965,2
8177991,16438190,10
8177991,16440649,4
8177991,16440704,2
8177991,16444327,4
8177991,16448930,4
8177991,16457762,1
8177991,16457769,1
8177991,16464614,2
8177991,16627773,10
8177991,16627861,4
8177991,16627950,6
8177991,16629757,2
8177991,16629931,4
8177991,16630024,8
8177991,16630941,4
8177991,16631248,2
8177991,16782830,4
8177991,16797672,14
8177991,17147410,4
8177991,17147698,10
8177991,17239813,1
8177991,17355757,8
8177991,18028397,4
8184433,7934904,1
8184598,3886356,1
8198238,3712893,1
8198238,3813487,1
8198238,3991518,1
8198238,4119387,9
8198238,4391978,2
8198238,4651929,3
8198238,7934904,1
8198238,7935088,2
8198238,8140109,4
8198238,8243455,6
8198238,8244723,3
8198238,8244823,2
8198238,8245014,2
8198238,8245513,4
8198238,8245692,2
8198238,8245869,4
8198238,8246081,3
8198238,8247451,1
8198238,8248631,1
8198238,8253413,6
8198238,8254894,1
8198238,11279244,4
8198238,11543212,2
8198238,13589251,5
8198238,14604028,3
8198238,16795838,4
8198238,17068730,3
8198317,3712893,4
8198317,3813487,3
8198317,3991518,1
8198317,4119387,10
8198317,4391978,7
8198317,4651929,9
8198317,7934904,2
8198317,7935088,3
8198317,8140109,3
8198317,8243455,5
8198317,8244723,3
8198317,8244823,5
8198317,8245014,4
8198317,8245513,5
8198317,8245869,4
8198317,8246081,11
8198317,8246750,2
8198317,8247451,1
8198317,8248631,4
8198317,8252067,1
8198317,8253413,8
8198317,8256186,4
8198317,10160250,1
8198317,11279244,5
8198317,11543212,4
8198317,13589251,3
8198317,14604028,1
8198317,16795524,4
8198317,16795838,7
8198416,3712893,1
8198416,3813487,1
8198416,4119387,7
8198416,4391978,20
8198416,4393049,2
8198416,4651929,17
8198416,7934904,2
8198416,7935088,1
8198416,8140109,15
8198416,8243455,12
8198416,8244723,11
8198416,8244823,15
8198416,8245014,14
8198416,8245146,4
8198416,8245513,21
8198416,8245692,20
8198416,8245869,15
8198416,8246081,23
8198416,8246750,7
8198416,8247451,12
8198416,8248631,10
8198416,8252067,9
8198416,8253413,20
8198416,8256186,17
8198416,11279244,36
8198416,11543212,1
8198416,13589251,5
8198416,14604028,20
8198416,16795524,23
8198416,16795838,23
8198416,17068730,2
8198513,3712893,2
8198513,4119387,5
8198513,4391978,11
8198513,4651929,7
8198513,7935088,1
8198513,8140109,8
8198513,8243455,11
8198513,8244723,11
8198513,8244823,12
8198513,8245014,7
8198513,8245146,5
8198513,8245513,28
8198513,8245692,10
8198513,8245869,8
8198513,8246081,12
8198513,8246750,21
8198513,8247451,11
8198513,8248631,15
8198513,8252067,9
8198513,8253413,12
8198513,8256186,3
8198513,11279244,25
8198513,13589251,9
8198513,14604028,17
8198513,16795524,14
8198513,16795838,17
8198513,17068730,1
8199671,3712893,2
8199671,3813487,1
8199671,4119387,10
8199671,4391978,17
8199671,4651929,1
8199671,7935088,1
8199671,8243455,1
8199671,8244723,17
8199671,8244823,6
8199671,8245692,12
8199671,8245869,6
8199671,8246081,3
8199671,8247451,3
8199671,8248631,3
8199671,8256186,1
8199671,10160250,2
8199671,16795524,1
8203947,4119387,1
8203947,8980589,1
8203947,9469519,2
8213784,3712893,1
8215606,7935088,2
8215606,11543212,1
8227502,3709977,1
8227502,4391978,3
8227502,17884299,1
8231264,4119387,1
8231264,4391978,3
8231264,4393049,2
8231264,4651929,8
8231264,7934904,6
8231264,7935088,8
8231264,8140109,4
8231264,8243455,14
8231264,8244723,9
8231264,8244823,6
8231264,8245014,1
8231264,8245146,3
8231264,8245513,4
8231264,8245692,1
8231264,8245869,1
8231264,8246750,1
8231264,8248631,3
8231264,8252067,1
8231264,8253413,1
8231264,8254894,2
8231264,8256186,2
8231264,11279244,6
8231264,11543212,1
8231264,14604028,5
8231264,16795524,10
8231264,16795838,6
8231264,17068730,2
8238322,2612527,1
8238322,3756659,3
8238322,4152020,1
8238322,4635057,1
8238322,7873135,1
8238322,7971031,1
8238322,17013073,1
8238322,17295912,1
8238322,17434825,1
8243455,2854715,3
8243455,2932028,1
8243455,3234817,4
8243455,3522293,6
8243455,3538129,2
8243455,4101295,11
8243455,4101621,3
8243455,4116174,1
8243455,4119387,12
8243455,4247099,1
8243455,4393049,6
8243455,4679139,1
8243455,4696742,1
8243455,4919895,2
8243455,5836181,2
8243455,6557581,12
8243455,7421507,1
8243455,7631697,2
8243455,7690945,2
8243455,7829784,6
8243455,7868195,4
8243455,7934904,2
8243455,8069432,2
8243455,8198238,9
8243455,8198317,5
8243455,8198513,4
8243455,8231264,1
8243455,8244723,4
8243455,8252067,2
8243455,8253413,2
8243455,8274902,2
8243455,8307514,1
8243455,8419602,12
8243455,8427677,2
8243455,8565131,9
8243455,8711574,2
8243455,8712361,2
8243455,8723267,4
8243455,9585013,4
8243455,9741463,2
8243455,9809626,26
8243455,9889095,6
8243455,10056280,28
8243455,10066266,1
8243455,10066281,2
8243455,10119916,1
8243455,10831005,1
8243455,11178891,12
8243455,11210000,2
8243455,11645541,7
8243455,12156009,2
8243455,13038489,1
8243455,13369670,2
8243455,13589251,2
8243455,13720021,2
8243455,13795090,1
8243455,13803032,9
8243455,13858797,21
8243455,13863331,1
8243455,13986477,2
8243455,13986583,3
8243455,15816610,1
8243455,16096724,3
8243455,16181377,2
8243455,16253401,3
8243455,16485079,20
8243455,16515871,1
8243455,16625432,2
8243455,16720240,2
8243455,17013169,2
8243455,17438175,1
8243455,17525174,6
8243455,17591442,1
8243455,17671219,1
8243455,17806341,2
8243455,17990205,1
8243455,18142558,4
8243455,18158316,1
8243455,18161822,2
8243455,18292832,2
8243455,18333174,1
8243455,18569463,5
8243455,19143114,1
8243455,19166004,1
8244723,2628785,7
8244723,2921933,4
8244723,2932028,3
8244723,3163105,18
8244723,3587612,22
8244723,3709977,4
8244723,3813487,2
8244723,3913629,16
8244723,4102413,1
8244723,4119387,28
8244723,4227304,2
8244723,4982172,4
8244723,5030808,8
8244723,5247102,1
8244723,6557581,12
8244723,7196392,12
8244723,7600311,2
8244723,7840203,10
8244723,7891312,6
8244723,8069432,5
8244723,8069478,19
8244723,8198238,15
8244723,8198317,14
8244723,8198416,4
8244723,8199671,2
8244723,8244723,2
8244723,8260011,2
8244723,8310955,1
8244723,8565131,12
8244723,8598886,2
8244723,8711574,3
8244723,8712361,1
8244723,8723267,1
8244723,8835968,6
8244723,8847957,10
8244723,8850802,60
8244723,8957325,4
8244723,8980589,6
8244723,8997281,8
8244723,9291938,3
8244723,9539868,1
8244723,9800178,1
8244723,9847388,4
8244723,10163418,2
8244723,10682411,1
8244723,10831005,7
8244723,11178891,27
8244723,11210000,59
8244723,11279244,2
8244723,11605861,4
8244723,13803032,4
8244723,13849274,1
8244723,13858562,3
8244723,13858797,45
8244723,13859307,2
8244723,13859366,1
8244723,13861131,1
8244723,13862865,1
8244723,13863331,24
8244723,13986477,6
8244723,13986583,10
8244723,14154154,1
8244723,15548272,4
8244723,15605987,1
8244723,15683275,1
8244723,16181377,5
8244723,16295025,2
8244723,16485079,44
8244723,16795524,2
8244723,17091230,1
8244723,17125520,3
8244723,17671219,8
8244723,17727875,1
8244723,17727922,1
8244723,17732296,1
8244723,17806341,23
8244723,17822238,3
8244723,17896997,1
8244723,18292832,1
8244723,18325250,5
8244723,18360412,3
8244823,2920554,1
8244823,3010486,1
8244823,3347834,2
8244823,3587612,22
8244823,3805641,7
8244823,3913613,2
8244823,4101621,3
8244823,4108720,11
8244823,4119387,16
8244823,4235139,2
8244823,4247099,1
8244823,4391978,2
8244823,4982172,10
8244823,5019924,44
8244823,6133702,1
8244823,6557581,12
8244823,7320824,1
8244823,7600311,1
8244823,7690945,18
8244823,7891312,2
8244823,7934904,2
8244823,7935088,2
8244823,7962986,3
8244823,7971031,4
8244823,8034919,2
8244823,8068173,2
8244823,8198238,18
8244823,8198317,12
8244823,8198513,1
8244823,8231264,2
8244823,8244823,2
8244823,8245014,2
8244823,8245869,2
8244823,8307514,2
8244823,8419602,10
8244823,8427677,6
8244823,8723267,19
8244823,8792120,2
8244823,8835968,2
8244823,8842220,3
8244823,8891315,10
8244823,8978117,2
8244823,8997281,2
8244823,9585013,1
8244823,9585036,7
8244823,9609048,2
8244823,9707941,8
8244823,9766793,2
8244823,9847388,14
8244823,9887111,1
8244823,9887209,1
8244823,9889095,20
8244823,9947908,1
8244823,10119916,4
8244823,10169396,4
8244823,10217618,1
8244823,10259967,4
8244823,10684539,2
8244823,10831005,8
8244823,11605861,15
8244823,11645541,5
8244823,13803032,2
8244823,13858797,1
8244823,13863331,1
8244823,13986477,6
8244823,13986583,1
8244823,14529126,1
8244823,14547259,10
8244823,15683275,8
8244823,15732471,1
8244823,16295025,1
8244823,16316159,1
8244823,16316165,1
8244823,16355827,1
8244823,16450301,1
8244823,16485079,2
8244823,17013169,3
8244823,17058350,3
8244823,17434825,2
8244823,17525174,8
8244823,17591442,1
8244823,17806341,8
8244823,17822238,7
8244823,17896997,9
8244823,17942676,3
8244823,18142558,7
8244823,18220289,9
8244823,18292832,1
8244823,18569463,6
8244823,19002417,1
8244823,19019967,1
8245014,29,14
8245014,677717,2
8245014,3234817,2
8245014,3347834,2
8245014,3497901,16
8245014,3538129,1
8245014,3913629,4
8245014,4099900,3
8245014,4102413,1
8245014,4119387,10
8245014,4241192,6
8245014,4414426,2
8245014,4919895,4
8245014,5030808,4
8245014,5835815,18
8245014,5836181,4
8245014,5836197,42
8245014,6557581,9
8245014,7838405,14
8245014,7971031,4
8245014,8198238,5
8245014,8198317,7
8245014,8198416,1
8245014,8198513,3
8245014,8243455,2
8245014,8246081,2
8245014,8419602,8
8245014,8427677,8
8245014,8473776,2
8245014,8473788,1
8245014,8473795,1
8245014,8504660,16
8245014,8509987,4
8245014,8711574,1
8245014,8723397,2
8245014,8997281,12
8245014,9287906,1
8245014,9707941,2
8245014,9741463,2
8245014,9760056,1
8245014,9760068,1
8245014,9847388,4
8245014,9897223,2
8245014,10169396,8
8245014,10259967,14
8245014,10340880,1
8245014,10495502,1
8245014,10831005,2
8245014,11178891,4
8245014,11210000,4
8245014,11605861,5
8245014,11645541,8
8245014,11826171,2
8245014,11850577,1
8245014,12558801,1
8245014,12558814,1
8245014,12558820,3
8245014,13720021,1
8245014,13803032,2
8245014,13858797,2
8245014,13986477,5
8245014,13986583,14
8245014,15090341,1
8245014,15683275,2
8245014,16181377,3
8245014,16369760,1
8245014,16625432,2
8245014,17013169,4
8245014,17525174,2
8245014,17591442,4
8245014,17671219,1
8245014,17806341,5
8245014,18290648,1
8245014,18292832,3
8245014,19041247,1
8245146,4414426,16
8245146,8245692,2
8245146,8252067,2
8245146,8509987,6
8245146,8997281,2
8245146,9707941,2
8245146,10259967,6
8245146,10473435,6
8245146,11766741,1
8245146,14240157,1
8245513,677717,4
8245513,2854715,2
8245513,2935173,2
8245513,3234817,2
8245513,3543931,1
8245513,3712893,2
8245513,3765728,2
8245513,3806573,2
8245513,3814175,1
8245513,3913629,8
8245513,4116174,1
8245513,4119387,14
8245513,4247099,3
8245513,4393049,2
8245513,4679139,2
8245513,5019924,2
8245513,5836181,2
8245513,6557581,13
8245513,7421507,2
8245513,7431625,1
8245513,7690945,8
8245513,7716806,1
8245513,7719547,1
8245513,7786053,66
8245513,7828725,28
8245513,7934904,2
8245513,7971031,6
8245513,8034919,4
8245513,8066542,2
8245513,8198238,9
8245513,8198317,12
8245513,8198416,8
8245513,8198513,3
8245513,8231264,1
8245513,8243455,2
8245513,8245513,2
8245513,8247451,2
8245513,8253413,2
8245513,8274902,20
8245513,8305958,6
8245513,8427677,2
8245513,8504660,10
8245513,8711574,4
8245513,8723397,6
8245513,8813113,1
8245513,8847957,4
8245513,8891315,8
8245513,8957325,2
8245513,8997281,6
8245513,9294475,4
8245513,9525492,10
8245513,9585013,1
8245513,9808146,4
8245513,9813188,10
8245513,9889095,16
8245513,9897223,16
8245513,9923381,1
8245513,10481887,1
8245513,10495502,1
8245513,10681487,1
8245513,11178891,1
8245513,11188438,1
8245513,11210000,4
8245513,11605567,1
8245513,11605861,2
8245513,11645541,3
8245513,11826171,3
8245513,13369670,1
8245513,13589251,2
8245513,13803032,5
8245513,13858797,2
8245513,13863331,3
8245513,13986477,1
8245513,13986583,1
8245513,14352739,3
8245513,14361152,1
8245513,14361198,1
8245513,14361386,1
8245513,14361448,1
8245513,14796653,1
8245513,15225589,1
8245513,15617305,2
8245513,15732471,1
8245513,16181377,6
8245513,16260741,2
8245513,16735586,1
8245513,17013169,2
8245513,17591442,2
8245513,17671219,2
8245513,17806341,9
8245513,17975874,1
8245513,18248435,2
8245513,18292832,4
8245513,18367601,1
8245513,18520090,2
8245692,677717,2
8245692,1869592,1
8245692,3347834,2
8245692,3497901,22
8245692,3543931,1
8245692,3813487,4
8245692,3814175,1
8245692,3814853,6
8245692,4099900,1
8245692,4108720,1
8245692,4119387,48
8245692,4247099,1
8245692,4414426,2
8245692,4651929,2
8245692,4700182,2
8245692,5030808,9
8245692,5247102,12
8245692,5835799,58
8245692,5836181,20
8245692,5836387,2
8245692,6133702,2
8245692,6557581,18
8245692,7196392,36
8245692,7320824,1
8245692,7421507,1
8245692,7868195,20
8245692,7982896,1
8245692,8034919,1
8245692,8069432,4
8245692,8140109,2
8245692,8198238,15
8245692,8198317,5
8245692,8199671,2
8245692,8238322,3
8245692,8244723,6
8245692,8245513,6
8245692,8245869,2
8245692,8504660,22
8245692,8705088,1
8245692,8711574,6
8245692,8712361,3
8245692,8835968,18
8245692,8842220,2
8245692,8847957,15
8245692,8891315,4
8245692,8957325,4
8245692,8978117,2
8245692,9287906,1
8245692,9291437,1
8245692,9507904,1
8245692,9525492,8
8245692,9531722,14
8245692,9539868,1
8245692,9556700,4
8245692,9730873,18
8245692,9766793,14
8245692,10169396,2
8245692,10340880,1
8245692,10495502,8
8245692,10684539,1
8245692,10831005,4
8245692,10865025,1
8245692,11051276,1
8245692,11178891,4
8245692,11210000,27
8245692,11605567,4
8245692,11605861,8
8245692,11782821,1
8245692,11851588,7
8245692,12813847,4
8245692,13720021,2
8245692,13720609,1
8245692,13720934,4
8245692,13722386,2
8245692,13722451,1
8245692,13722516,3
8245692,13803032,7
8245692,13858797,5
8245692,13858824,2
8245692,13863331,3
8245692,13986477,4
8245692,13986583,22
8245692,14962387,1
8245692,15225589,2
8245692,15732471,1
8245692,16181377,3
8245692,16260741,3
8245692,16277621,1
8245692,16295025,5
8245692,16485079,4
